1	0.04899650349650351
2	-1
3	1.6090909090909093
4	0.3035714285714286
5	0.01662404092071612
6	0.20062873634302214
7	0.08891664127232886
8	1.5183823529411766
9	1.3571428571428577
10	0.12103919631093542
11	3.5178571428571432
12	0.06666666666666732
13	0.02007469654528477
14	0.2297979797979798
15	0.13324833965844401
16	0.0597020735256029
17	0.12355103031428497
18	0.07795366143252173
19	0.011970899470899354
20	0.0900615485198496
21	-1
22	-1
23	0.2906791854914449
24	0.19030848134708434
25	0.05852480852480868
26	0.045423155204501964
27	1.0833333333333335
28	0.1644541528732706
29	-1
30	0.7222222222222223
31	-1
32	1.697802197802198
33	0.2281237281237282
34	0.20833333333333337
35	0.19001089324618733
36	-1
37	-1
38	0.0749170829170831
39	0.375
40	1.8055555555555554
41	0.04078714749302988
42	0.1778656126482212
43	0.13194444444444445
44	0.12471448388567952
45	0.09879564879564873
46	0.8145833333333332
47	-1
48	-1
49	0.09559319335635125
50	1.3499999999999999
51	-1
52	0.5444444444444443
53	-1
54	0.836363636363636
55	-1
56	0.06880252100840334
57	0.14701240344622712
58	0.25
59	0.023374613003096
60	0.131111111111111
61	-1
62	0.03238834926508377
63	0.1177777777777778
64	0.005661203875489581
65	0.1923076923076922
66	0.05823814749253348
67	0.1109628755083301
68	-1
69	-1
70	0.5672514619883042
71	-1
72	0.14086021505376323
73	0.12085128923364208
74	0.4817460317460318
75	-1
76	-1
77	0.3553113553113552
78	-1
79	0.30158730158730157
80	-1
81	0.04611474219317365
82	0.02251082251082248
83	0.05267811406700293
84	0.04994245864214904
85	0.1818181818181818
86	0.375
87	0.08463518049431355
88	0.15000000000000036
89	0.0219780219780219
90	0.009671379302958272
91	0.7333333333333334
92	0.02264641488779419
93	-1
94	0.019480519480519463
95	0.19638694638694637
96	0.04857036381804184
97	0.09862776112776128
98	-1
99	0.04944861236431174
100	0.014393939393939292
101	-1
102	0.1990740740740741
103	0.07638888888888884
104	0.2605675805675805
105	0.2333333333333334
106	0.010028441913095784
107	0.38901515151515165
108	0.5512820512820511
109	0.0009825717769120436
110	1.5181818181818185
111	0.2142857142857144
112	-1
113	-1
114	-1
115	0.2559534583063995
116	1.7888888888888892
117	0.10505050505050503
118	-1
119	0.08653846153846168
120	0.16782407407407404
121	-1
122	-1
123	-1
124	0.38181818181818183
125	0.003750155879785567
126	0.29166666666666663
127	0.013392857142857206
128	0.3055555555555556
129	0.07936507936507946
130	0.03617622929043767
131	0.054852607709750485
132	-1
133	-1
134	0.08364197530864208
135	-1
136	0.8500000000000001
137	-1
138	-1
139	-1
140	0.1773809523809522
141	0.19913652025453274
142	-1
143	-1
144	0.20512820512820498
145	0.04564666103127639
146	0.4772727272727275
147	0.05208333333333326
148	0.15641820300911213
149	1.5904761904761906
150	0.021252204585537844
151	0.005917344305018446
152	0.005555555555555536
153	-1
154	-1
155	-1
156	-1
157	0.17866987485553665
158	0.10318681318681318
159	0.18954248366013093
160	0.05648148148148143
161	-1
162	-1
163	-1
164	-1
165	-1
166	0.017586580086580095
167	-1
168	0.21953601953601956
169	0.4375
170	0.9081709956709956
171	0.49259259259259264
172	-1
173	0.21904761904761827
174	0.8245614035087719
175	-1
176	0.6202380952380953
177	0.1214136276792918
178	0.021909107897670015
179	0.24444444444444446
180	-1
181	0.022291666666666654
182	-1
183	-1
184	0.170520508298286
185	-1
186	3.590909090909091
187	-1
188	0.2600617900617901
189	0.07454681735064513
190	-1
191	0.18333333333333335
192	-1
193	0.06883279914529916
194	0.014792676983787353
195	-1
196	0.4217509920634921
197	-1
198	0.009112495572941803
199	-1
200	0.053512732237265374
201	0.08065476190476188
202	-1
203	0.042781900639043524
204	0.09920634920634915
205	0.0
206	0.1619047619047619
207	0.06969696969696966
208	-1
209	0.5972222222222223
210	0.7542682926829265
211	-1
212	-1
213	0.20851132418779478
214	0.797008547008547
215	1.7845849802371543
216	0.029808959156785313
217	0.010515873015873034
218	0.10005784804378148
219	-1
